experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,left_foot_movement_location_0,right_foot_movement_location_0,hip_movement_location_0,camera_movement_location_0,controller_(left)_movement_location_0,controller_(right)_movement_location_0
my_experiment,KEJXS2,3,1,1,1,40.3,66.16916,my_experiment/KEJXS2/S003/trackers/left_foot_movement_T001.csv,my_experiment/KEJXS2/S003/trackers/right_foot_movement_T001.csv,my_experiment/KEJXS2/S003/trackers/hip_movement_T001.csv,my_experiment/KEJXS2/S003/trackers/camera_movement_T001.csv,my_experiment/KEJXS2/S003/trackers/controller_(left)_movement_T001.csv,my_experiment/KEJXS2/S003/trackers/controller_(right)_movement_T001.csv
