experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,left_foot_movement_location_0,right_foot_movement_location_0,hip_movement_location_0,camera_movement_location_0,controller_(left)_movement_location_0,controller_(right)_movement_location_0
csv_spaceshuttle,MQKC6D,1,1,1,1,152.6222,166.232,csv_spaceshuttle/MQKC6D/S001/trackers/left_foot_movement_T001.csv,csv_spaceshuttle/MQKC6D/S001/trackers/right_foot_movement_T001.csv,csv_spaceshuttle/MQKC6D/S001/trackers/hip_movement_T001.csv,csv_spaceshuttle/MQKC6D/S001/trackers/camera_movement_T001.csv,csv_spaceshuttle/MQKC6D/S001/trackers/controller_(left)_movement_T001.csv,csv_spaceshuttle/MQKC6D/S001/trackers/controller_(right)_movement_T001.csv
